CD_CLIENTE,INADIMPLENTE,NM_MUN,SG_UF,SCORE,TEM_AUXILIO,TEM_BOLSAFAMILIA,NM_REGIAO,CD_UF,CD_MUN,PF_CNT,PF_VOL,PF_ITS,PF_TPR,PF_GRV,PF_MRC,PF_TDC,PF_FRQ,PF_VLR,PF_REC,PF_ETB,PF_MOD01,PF_MOD02,PF_MOD03,PF_MOD04,Bancarizado,OCUPACAO,IDADE,CD_MESO
2159,1,CAMETA,PA,510,1,0,NORTE,15,1502103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,52,1502
2160,0,RIO DE JANEIRO,RJ,896,0,0,SUDESTE,33,3304557,1,46.18,0,0,1,0,74.11,92.67,11.11,20.74,1,0,1,0,101,1,1,68,3304
2161,0,PORTO ALEGRE,RS,862,0,0,SUL,43,4314902,1,101,0,0,1,0,99.2,92.67,100.9,20.74,1,0,0,0,101,1,3,56,4314
2162,0,SAO PAULO,SP,292,0,0,SUDESTE,35,3550308,49.42,15.21,0,0,1,0,51,1,0,20.74,101,0,0,92.67,101,1,3,26,3550
2163,0,MAUA,SP,703,0,0,SUDESTE,35,3529401,4.72,35.13,0,0,1,0,51,92.67,0,30.13,1,0,0,101,101,1,1,21,3529
2164,0,GUARULHOS,SP,565,0,0,SUDESTE,35,3518800,5.58,56.13,0,0,1,0,51,1,0,10.97,1,0,0,0,59.33,1,1,24,3518
2165,0,CAJAMAR,SP,332,0,0,SUDESTE,35,3509205,2.98,32.2,0,68.51,14.33,69.23,2.8,101,0,30.13,1,0,101,0,92.67,1,2,25,3509
2166,0,RIO BRANCO,AC,714,0,0,NORTE,12,1200401,1,101,1,88.64,1,0,89.08,67.67,1,87.17,14.55,0,101,67.67,101,1,3,47,1200
2167,0,MARILIA,SP,527,0,0,SUDESTE,35,3529005,1,59.28,0,0,1,97.95,89.08,101,1,10.97,1,0,0,0,101,1,2,24,3529
2168,0,RIO DE JANEIRO,RJ,330,1,1,SUDESTE,33,3304557,85.81,1,0,0,1,0,74.11,51,0,10.97,1,0,0,0,101,1,1,68,3304
2169,0,SAO PAULO,SP,652,0,0,SUDESTE,35,3550308,1.5,51.35,0,0,1,0,51,1,0,47.21,85.83,0,0,0,101,1,3,23,3550
2170,1,TUPA,SP,364,0,0,SUDESTE,35,3555000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,3555
2171,1,SANTA CRUZ DO SUL,RS,633,0,0,SUL,43,4316808,1.04,55.94,35.12,96.79,7.67,1,12.92,101,17.8,20.74,1,0,101,101,76,1,2,53,4316
2172,0,RIO DE JANEIRO,RJ,588,0,0,SUDESTE,33,3304557,39.23,31.4,0,26.43,1,0,51,1,0,10.97,1,0,101,0,0,0,3,65,3304
2173,1,GOIANIA,GO,712,1,0,CENTRO-OESTE,52,5208707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,55,5208
2174,0,SAO PAULO,SP,635,1,0,SUDESTE,35,3550308,1.23,82.54,0,0,1,0,89.08,84.33,97.89,38.99,101,0,0,0,101,1,2,25,3550
2175,0,SAO PAULO,SP,235,1,0,SUDESTE,35,3550308,1.12,22.73,2.52,0,1,0,51,1,0,61.44,69.23,0,0,17.67,101,1,2,25,3550
2176,1,VIGIA,PA,495,0,0,NORTE,15,1508209,2.67,50.84,0,80.32,1,0,51,1,0,87.17,1,0,101,0,101,1,5,67,1508
2177,0,PAROBE,RS,631,0,0,SUL,43,4314050,101,27.14,82.97,63.91,48.83,1,1.67,101,101,38.99,1,0,101,101,101,1,5,82,4314
2178,0,PIMENTA BUENO,RO,896,1,0,NORTE,11,1100189,1,100.7,1,14.91,1,0,51,26,0,20.74,98.68,0,101,67.67,101,1,1,68,1100
2179,0,CARAPICUIBA,SP,162,1,0,SUDESTE,35,3510609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,3510
2180,0,CURITIBA,PR,809,0,0,SUL,41,4106902,1.31,42.73,1.95,42.36,1,0,51,76,17.18,38.99,1,0,101,92.67,76,1,3,59,4106
2181,0,SAO VICENTE,SP,771,1,0,SUDESTE,35,3551009,1.05,54.66,0,0,7.45,1,74.11,101,67.08,20.74,94.11,92.67,0,0,101,1,3,27,3551
2182,0,TERESINA,PI,474,1,0,NORDESTE,22,2211001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,2211
2183,0,SANTOS,SP,637,1,0,SUDESTE,35,3548500,1.39,38.58,0,0,1,0,51,1,0,10.97,101,0,0,67.67,101,1,1,24,3548
2184,0,VITORIA,ES,544,0,0,SUDESTE,32,3205309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,63,3205
2185,0,SAO PAULO,SP,578,0,0,SUDESTE,35,3550308,37.91,15.5,0,0,1,0,51,1,0,38.99,101,0,34.33,84.33,34.33,1,3,25,3550
2186,1,SAO BERNARDO DO CAMPO,SP,84,1,0,SUDESTE,35,3548708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,3548
2187,0,EMBU DAS ARTES,SP,690,0,0,SUDESTE,35,3515004,37.83,12.36,0,0,1,0,51,1,0,20.74,1,0,0,0,101,1,2,24,3515
2188,0,SAO PAULO,SP,495,0,0,SUDESTE,35,3550308,52.93,1,0,0,67.67,1,51,101,0,0,1,0,42.67,0,51,0,3,24,3550
2189,1,GUARUJA,SP,654,1,0,SUDESTE,35,3518701,11.24,19.33,0,0,1,0,74.11,84.33,0,10.97,1,0,0,0,101,1,1,21,3518
2190,0,FORTALEZA,CE,735,0,0,NORDESTE,23,2304400,1.21,40.47,21.21,0,1,0,74.11,84.33,1.05,38.99,1,0,0,101,101,1,2,50,2304
2191,1,CABO FRIO,RJ,391,1,1,SUDESTE,33,3300704,66.03,1,0,88.64,1,0,74.11,59.33,1,10.97,1,0,101,0,0,0,1,69,3300
2192,1,GUARUJA,SP,101,1,0,SUDESTE,35,3518701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,3518
2193,0,OCAUCU,SP,345,0,0,SUDESTE,35,3533700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,3533
2194,0,CAMPINAS,SP,612,1,0,SUDESTE,35,3509502,1.01,88.22,100.8,0,1,101,27.89,101,41.71,38.99,1,0,0,101,101,1,3,25,3509
2195,0,SAO PAULO,SP,218,1,0,SUDESTE,35,3550308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,3550
2196,0,SAO PAULO,SP,784,1,0,SUDESTE,35,3550308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,3550
2197,0,NOVA MUTUM,MT,567,0,0,CENTRO-OESTE,51,5106224,13.9,1,0,38.99,1,0,51,34.33,0,10.97,1,0,101,0,0,0,1,53,5106
2198,0,OSASCO,SP,404,1,0,SUDESTE,35,3534401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,3534
2199,0,NITEROI,RJ,813,0,0,SUDESTE,33,3303302,1,101,0,54.7,5.55,1,51,101,58.46,91.51,75.97,0,101,101,101,1,5,66,3303
2200,0,SAO PAULO,SP,625,1,0,SUDESTE,35,3550308,3.67,49.36,0,0,1,0,74.11,84.33,0,30.13,1,0,0,101,101,1,1,23,3550
2201,0,ITAQUAQUECETUBA,SP,712,0,0,SUDESTE,35,3523107,1.01,46.94,0,0,1,0,96.26,84.33,0,20.74,1,0,0,0,101,1,1,23,3523
2202,1,MAUA,SP,190,1,0,SUDESTE,35,3529401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,3529
2203,0,MARANGUAPE,CE,493,0,0,NORDESTE,23,2307700,101,1,1,0,1,1,51,101,0,0,1,0,9.33,1,0,0,2,47,2307
2204,0,SAO PAULO,SP,627,1,0,SUDESTE,35,3550308,87.14,2.01,0,0,1,0,51,1,0,30.13,101,0,0,0,26,1,1,23,3550
2205,0,FORTALEZA,CE,400,1,0,NORDESTE,23,2304400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,51,2304
2206,1,SAO PAULO,SP,385,0,0,SUDESTE,35,3550308,0,0,0,0,0,0,0,0,0,0,101,0,0,0,101,1,3,24,3550
2207,1,OSASCO,SP,209,1,1,SUDESTE,35,3534401,101,1,0,0,1,0,51,1,0,0,1,0,0,0,34.33,0,1,23,3534
2208,0,SAO PAULO,SP,796,0,0,SUDESTE,35,3550308,1,78.58,0,12.94,1,0,74.11,92.67,11.15,38.99,67.4,0,101,0,101,1,4,24,3550
2209,1,SAO PAULO,SP,542,0,0,SUDESTE,35,3550308,50.04,1,0,12.94,13.5,1,27.89,84.33,0,61.44,94.11,0,101,101,92.67,1,1,23,3550
2210,1,SAQUAREMA,RJ,777,0,0,SUDESTE,33,3305505,2.03,14.62,0,0,1,0,74.11,84.33,11.11,47.21,101,0,84.33,42.67,101,1,4,68,3305
2211,1,SAO PAULO,SP,444,0,0,SUDESTE,35,3550308,1.32,68.9,0,0,1,0,51,1,0,20.74,1,0,0,0,101,1,3,22,3550
2212,0,FEIRA DE SANTANA,BA,671,1,0,NORDESTE,29,2910800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,2910
2213,1,PATOS,PB,870,0,0,NORDESTE,25,2510808,7.21,17.53,0,82.44,1,0,51,1,0,38.99,1,0,101,0,101,1,5,57,2510
2214,1,FERRAZ DE VASCONCELOS,SP,122,1,0,SUDESTE,35,3515707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,3515
2215,0,SAO PAULO,SP,625,0,1,SUDESTE,35,3550308,1,95.87,12.75,22.65,1,0,51,1,0,47.21,97.4,0,92.67,84.33,101,1,2,26,3550
2216,0,POA,SP,296,0,0,SUDESTE,35,3539806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,3539
2217,0,SOROCABA,SP,521,1,0,SUDESTE,35,3552205,43.13,8.6,0,96.79,1,0,51,92.67,0,30.13,100.9,0,101,101,0,0,1,23,3552
2218,0,SALVADOR,BA,527,1,0,NORDESTE,29,2927408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,53,2927
2219,0,GUARULHOS,SP,430,0,0,SUDESTE,35,3518800,59.16,1,0,0,13.5,1,27.89,101,0,10.97,1,0,0,0,101,1,1,26,3518
2220,0,RIO CLARO,SP,623,0,0,SUDESTE,35,3543907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,3543
2221,0,SAO PAULO,SP,324,1,0,SUDESTE,35,3550308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,3550
2222,1,SAO PAULO,SP,296,1,1,SUDESTE,35,3550308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,3550
2223,0,LAVRAS,MG,835,1,0,SUDESTE,31,3138203,4.74,28.25,0,0,1,1,74.11,101,23.25,30.13,1,0,1,0,101,1,3,66,3138
2224,0,CHAPECO,SC,692,0,0,SUL,42,4204202,9.76,53.98,34.33,65.11,11.11,1,1.09,101,39.01,84.37,75.86,0,101,101,101,1,5,69,4204
2225,0,PORTO VELHO,RO,476,0,0,NORTE,11,1100205,1.14,27.54,0,76.31,3.53,1,27.89,101,3.03,81.05,1,0,101,0,101,1,3,61,1100
2226,1,PORTO ALEGRE,RS,805,0,0,SUL,43,4314902,1,101,0,89.54,9.18,1,1,101,100.5,99.37,55.14,0,101,0,101,1,6,54,4314
2227,0,CAMPINAS,SP,262,0,0,SUDESTE,35,3509502,101,1,0,0,1,0,51,1,0,0,1,0,0,0,59.33,0,3,23,3509
2228,0,BRASILIA,DF,834,0,0,CENTRO-OESTE,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,58,5300
2229,0,VILA VELHA,ES,690,0,0,SUDESTE,32,3205200,2.04,68.52,0,16.86,11.26,1,5.74,101,89.66,54.7,1,0,101,0,101,1,5,73,3205
2230,0,PACO DO LUMIAR,MA,692,0,0,NORDESTE,21,2107506,1,101,1,76.31,4.43,90.73,1.09,101,101,100.4,8.17,0,101,67.67,101,1,3,48,2107
2231,1,EMBU DAS ARTES,SP,398,1,0,SUDESTE,35,3515004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,3515
2232,0,ITAPEVI,SP,538,1,0,SUDESTE,35,3522505,0,0,0,0,0,0,0,0,0,20.74,101,0,0,101,0,0,1,22,3522
2233,0,LIMEIRA,SP,633,1,0,SUDESTE,35,3526902,1.09,22.36,0,3,12.11,1,74.11,101,0,38.99,100.8,0,42.67,101,101,1,1,22,3526
2234,1,PRESIDENTE PRUDENTE,SP,131,1,1,SUDESTE,35,3541406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,3541
2235,0,PONTE NOVA,MG,512,0,0,SUDESTE,31,3152105,1.01,89.45,0,78.79,29.06,1,1,101,101,100.9,84.88,0,101,0,101,1,3,64,3152
2236,0,SAO PAULO,SP,362,1,0,SUDESTE,35,3550308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,3550
2237,1,SAO PAULO,SP,188,0,0,SUDESTE,35,3550308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,3550
2238,0,ESTANCIA VELHA,RS,828,0,0,SUL,43,4307609,1.05,63.15,1,45.62,1,0,51,1,0,54.7,77.16,0,101,26,67.67,1,2,65,4307
2239,1,ZE DOCA,MA,523,1,0,NORDESTE,21,2114007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,53,2114
2240,1,SAO PAULO,SP,194,0,1,SUDESTE,35,3550308,101,0,0,0,0,1,51,101,0,0,1,0,0,0,34.33,0,3,24,3550
2241,0,MESQUITA,RJ,728,0,0,SUDESTE,33,3302858,9.15,24.37,0,63.91,1,0,51,1,0,47.21,69.23,0,101,0,101,1,3,75,3302
2242,1,SAO PAULO,SP,341,1,0,SUDESTE,35,3550308,101,1,0,0,0,0,51,1,0,0,1,0,0,0,42.67,0,1,22,3550
2243,0,TRES LAGOAS,MS,258,1,0,CENTRO-OESTE,50,5008305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,49,5008
2244,0,TUBARAO,SC,593,0,0,SUL,42,4218707,26.15,15.06,0,69.58,9.33,1,1.25,101,1,30.13,1,0,101,0,0,0,5,61,4218
2245,0,COLINAS DO TOCANTINS,TO,870,0,0,NORTE,17,1705508,1,94.13,1,8.98,1,0,51,1,0,20.74,98.68,92.67,101,51,101,1,3,51,1705
2246,0,MACAE,RJ,692,1,1,SUDESTE,33,3302403,8.37,22.07,0,0,1,0,74.11,59.33,0,20.74,1,0,0,0,101,1,2,69,3302
2247,0,PORTO ALEGRE,RS,773,1,0,SUL,43,4314902,1.01,58.95,0,0,1,0,51,76,1,10.97,1,0,0,0,101,1,5,51,4314
2248,1,MARAGOGI,AL,650,0,0,NORDESTE,27,2704500,13.15,15.73,0,30.13,8.69,1,51,101,49.94,20.74,81.45,0,101,0,101,1,3,54,2704
2249,0,ORIZONA,GO,680,1,0,CENTRO-OESTE,52,5215306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,5215
2250,1,SAO BERNARDO DO CAMPO,SP,466,1,1,SUDESTE,35,3548708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,3548
2251,1,SAO JOSE DO RIO PRETO,SP,622,0,0,SUDESTE,35,3549805,1.13,54.94,0,37.27,1,0,74.11,59.33,0,84.37,98.19,0,51,0,101,1,1,21,3549
2252,0,NOVA FRIBURGO,RJ,807,0,0,SUDESTE,33,3303401,1.06,69.39,1,45.62,5.88,1,51,101,30.55,38.99,1,0,101,26,101,1,2,67,3303
2253,0,SAO JOAO DEL REI,MG,521,1,0,SUDESTE,31,3162500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,59,3162
2254,0,SOBRADINHO,RS,883,0,0,SUL,43,4320701,1,40.78,0,70.63,4.45,1,74.11,101,16.11,47.21,1,0,101,0,101,1,3,60,4320
2255,0,OSASCO,SP,767,1,0,SUDESTE,35,3534401,3.71,14.93,0,0,1,0,51,1,0,10.97,1,0,0,67.67,101,1,3,22,3534
2256,0,PRAIA GRANDE,SP,175,0,0,SUDESTE,35,3541000,4.22,25.62,0,0,1,0,51,1,0,30.13,1,0,0,101,101,1,1,22,3541
2257,1,CARAPICUIBA,SP,105,1,1,SUDESTE,35,3510609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,3510
2258,0,SAO PAULO,SP,464,0,0,SUDESTE,35,3550308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,3550
2259,0,RIO DE JANEIRO,RJ,902,0,0,SUDESTE,33,3304557,1,16.66,0,0,1,0,51,1,0,10.97,100.8,0,0,0,101,1,5,65,3304
2260,0,SAO PAULO,SP,557,0,0,SUDESTE,35,3550308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,3550
2261,0,OSASCO,SP,343,0,0,SUDESTE,35,3534401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,3534
2262,1,SAO PAULO,SP,165,0,0,SUDESTE,35,3550308,16.04,1,0,65.11,51,1,12.92,101,0,38.99,1,0,84.33,1,51,0,3,21,3550
2263,0,CASTELO DO PIAUI,PI,769,0,0,NORDESTE,22,2202604,1.24,18.9,22.19,0,1,0,51,1,0,10.97,1,0,0,84.33,101,1,3,52,2202
2264,1,BRASILIA,DF,680,1,0,CENTRO-OESTE,53,5300108,1,93.31,0,31.95,1,101,51,101,0,96.62,35.39,0,42.67,101,101,1,1,22,5300
2265,0,FRECHEIRINHA,CE,535,1,0,NORDESTE,23,2304509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,2304
2266,0,SANTA CECILIA,SC,603,0,0,SUL,42,4215505,0,0,1,0,0,0,0,0,0,0,101,0,0,67.67,0,0,2,57,4215
2267,0,JUAZEIRO,BA,733,0,0,NORDESTE,29,2918407,1,101,0,24.55,1,0,89.08,92.67,1,20.74,1,0,101,0,101,1,3,65,2918
2268,0,MACAPA,AP,415,0,0,NORTE,16,1600303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56,1600
2269,0,CABO DE SANTO AGOSTINHO,PE,860,0,0,NORDESTE,26,2602902,1,101,101,93.75,1,1,74.11,101,1,77.16,1,0,101,101,101,1,3,55,2602
2270,0,GUARULHOS,SP,525,1,0,SUDESTE,35,3518800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,3518
2271,1,ITAQUAQUECETUBA,SP,50,1,1,SUDESTE,35,3523107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,3523
2272,0,CACOAL,RO,427,0,0,NORTE,11,1100049,7.41,1,1,0,51,1,5.74,76,35.84,10.97,101,0,76,9.33,67.67,1,3,39,1100
2273,0,GOIANIA,GO,875,0,0,CENTRO-OESTE,52,5208707,1,101,101,20.74,4.33,1,89.08,101,99.23,61.44,28.08,0,101,101,101,1,3,49,5208
2274,0,CARAZINHO,RS,862,0,0,SUL,43,4304705,30.46,13.91,0,0,1,0,51,26,0,20.74,1,0,0,0,101,1,2,54,4304
2275,0,BELEM,PA,538,1,0,NORTE,15,1501402,69.28,13.87,0,0,1,0,51,1,0,10.97,1,0,0,0,101,1,2,30,1501
2276,0,CAMPO GRANDE,MS,824,0,0,CENTRO-OESTE,50,5002704,101,1,1,51.8,55.17,1,1.67,101,93.91,30.13,99.66,0,101,101,76,1,3,51,5002
2277,0,BELEM,PA,461,0,0,NORTE,15,1501402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,40,1501
2278,0,MACHADOS,PE,287,0,0,NORDESTE,26,2609105,1,63.56,0,79.57,5.88,1,2.8,101,11.36,81.05,90.14,0,101,0,101,1,5,68,2609
2279,0,RIO BRILHANTE,MS,701,1,0,CENTRO-OESTE,50,5007208,101,1,0,0,1,0,51,1,0,0,101,0,0,0,67.67,1,2,49,5007
2280,0,OLINDA,PE,517,1,0,NORDESTE,26,2609600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,55,2609
2281,0,CURITIBA,PR,756,1,0,SUL,41,4106902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,57,4106
2282,0,MORRO REUTER,RS,769,0,0,SUL,43,4312476,3.69,13.26,0,24.55,10.09,1,12.92,101,27.12,10.97,1,0,101,0,0,0,3,57,4312
2283,0,NOVA AMERICA,GO,478,0,0,CENTRO-OESTE,52,5214705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,57,5214
2284,0,BELFORD ROXO,RJ,553,1,0,SUDESTE,33,3300456,101,1,0,31.95,5.55,1,51,101,0,20.74,1,0,101,0,0,0,3,67,3300
2285,0,RIO DE JANEIRO,RJ,644,0,0,SUDESTE,33,3304557,4.96,50.36,0,82.44,1,0,51,1,0,47.21,101,0,17.67,0,101,1,3,64,3304
2286,0,CAMPO BOM,RS,404,0,0,SUL,43,4303905,11.8,8.27,0,0,9.33,1,27.89,101,84.29,30.13,1,0,0,0,101,1,5,49,4303
2287,0,PARNAMIRIM,RN,0,0,0,NORDESTE,24,2403251,36.67,54.48,100.7,72.63,3.44,1,51,101,0,98.57,17.51,0,101,101,101,1,5,72,2403
2288,0,PELOTAS,RS,765,0,0,SUL,43,4314407,50.76,8.68,0,0,1,0,51,17.67,0,10.97,1,0,0,0,101,1,3,55,4314
2289,0,ITABIRA,MG,775,0,0,SUDESTE,31,3131703,1,74.59,0,69.58,11,1,27.89,101,83.68,30.13,1,0,101,0,0,0,5,78,3131
2290,0,SAPIRANGA,RS,771,1,0,SUL,43,4319901,1.23,68.13,0,16.86,1,0,74.11,59.33,1,30.13,1,0,101,0,101,1,3,47,4319
2291,1,NOVA IGUACU,RJ,463,0,0,SUDESTE,33,3303500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68,3303
2292,0,CAXIAS DO SUL,RS,667,1,0,SUL,43,4305108,1.01,34.13,0,96.79,26,1,74.11,101,97.88,10.97,1,0,101,0,0,0,3,50,4305
2293,0,SAO JOAO DE MERITI,RJ,758,0,0,SUDESTE,33,3305109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,64,3305
2294,0,IMBITUBA,SC,826,0,0,SUL,42,4207304,38.7,24.36,0,0,1,0,51,1,0,10.97,1,0,0,0,101,1,5,69,4207
2295,0,VITORIA,ES,572,0,0,SUDESTE,32,3205309,101,1,0,26.43,53.17,1,1.67,101,70.85,20.74,1,0,101,0,51,0,3,47,3205
2296,0,ALVORADA,RS,580,1,0,SUL,43,4300604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,59,4300
2297,0,PORTAO,RS,913,0,0,SUL,43,4314803,1,71.31,0,0,1,0,51,1,0,10.97,1,0,0,0,101,1,3,55,4314
2298,0,RIO DE JANEIRO,RJ,540,0,0,SUDESTE,33,3304557,1,83.03,1,81.05,5.08,1,5.74,101,14.12,98.05,77.16,0,101,67.67,101,1,3,68,3304
2299,1,BRASILIA,DF,287,0,0,CENTRO-OESTE,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,54,5300
2300,0,NOVA IGUACU,RJ,722,0,0,SUDESTE,33,3303500,1,90.24,6.36,38.99,1,0,5.74,92.67,15.99,54.7,1,0,101,101,101,1,5,71,3303
2301,0,SAO PAULO,SP,892,0,0,SUDESTE,35,3550308,1,78.55,0,96.79,1,0,74.11,67.67,32.05,38.99,1,0,101,101,101,1,3,55,3550
2302,1,JARDIM,MS,584,0,0,CENTRO-OESTE,50,5005004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,55,5005
2303,0,SAO PAULO,SP,862,0,0,SUDESTE,35,3550308,1,55.7,1,0,1,0,51,1,0,10.97,1,0,0,34.33,101,1,3,54,3550
2304,0,ARACATUBA,SP,737,0,0,SUDESTE,35,3502804,77.93,43.72,1.05,84.37,3.44,1,51,101,0,38.99,1,0,101,67.67,101,1,5,74,3502
2305,0,MACAE,RJ,718,1,0,SUDESTE,33,3302403,101,1,0,0,1,0,51,1,0,0,1,0,34.33,0,0,0,5,57,3302
2306,0,FLORIANOPOLIS,SC,887,0,0,SUL,42,4205407,1.79,70.45,0,0,1,0,51,1,0,10.97,1,0,0,0,101,1,3,80,4205
2307,1,JURUTI,PA,376,1,0,NORTE,15,1503903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,1503
2308,1,TORRES,RS,472,0,0,SUL,43,4321501,84.81,12.56,0,56.11,1.71,1,51,101,0,84.37,1,0,101,0,101,1,5,69,4321
2309,1,CABO FRIO,RJ,584,1,0,SUDESTE,33,3300704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67,3300
2310,0,PORTO ALEGRE,RS,588,1,0,SUL,43,4314902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53,4314
2311,1,TABOAO DA SERRA,SP,162,1,0,SUDESTE,35,3552809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,3552
2312,0,SALVADOR,BA,360,0,0,NORDESTE,29,2927408,8.3,27.1,1,83.1,1,0,74.11,92.67,8.49,61.44,81.45,0,9.33,1,101,1,5,52,2927
2313,0,PALMAS,TO,729,0,0,NORTE,17,1721000,1,98.96,0,86.11,1,1,96.26,101,50.72,72.63,75.09,0,101,0,101,1,6,50,1721
2314,0,SENHOR DO BONFIM,BA,275,1,0,NORDESTE,29,2930105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53,2930
2315,0,BLUMENAU,SC,606,0,0,SUL,42,4202404,1.14,29.53,0,69.58,4.9,1,12.92,101,13.52,67.4,1,0,101,0,101,1,3,57,4202
2316,0,FOZ DO IGUACU,PR,733,1,0,SUL,41,4108304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,57,4108
2317,1,JOAO PESSOA,PB,396,0,0,NORDESTE,25,2507507,101,12.44,0,6.99,1,0,51,1,0,10.97,1,0,101,0,0,0,3,59,2507
2318,0,SAO LUIS,MA,317,0,0,NORDESTE,21,2111300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,2111
2319,0,MAMPITUBA,RS,930,0,0,SUL,43,4311734,101,1,1,0,1,0,51,34.33,0,0,101,0,0,26,67.67,1,3,54,4311
2320,1,SOROCABA,SP,179,0,0,SUDESTE,35,3552205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,3552
2321,0,GOIANIA,GO,603,1,0,CENTRO-OESTE,52,5208707,0,0,0,0,0,0,0,0,0,30.13,101,0,0,26,0,0,1,73,5208
2322,0,ITUMBIARA,GO,648,1,0,CENTRO-OESTE,52,5211503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,48,5211
2323,0,PORTO VELHO,RO,663,0,0,NORTE,11,1100205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,45,1100
2324,1,RECIFE,PE,415,0,0,NORDESTE,26,2611606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,54,2611
2325,1,SERRA,ES,141,0,1,SUDESTE,32,3205002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,54,3205
2326,0,XANXERE,SC,849,0,0,SUL,42,4219507,1,83.62,0,16.86,1,0,51,1,0,20.74,1,0,101,0,101,1,2,51,4219
2327,0,PORTO ALEGRE,RS,684,0,0,SUL,43,4314902,1,60.67,0,0,1,0,96.26,92.67,58.04,20.74,1,0,0,0,101,1,2,54,4314
2328,0,BELO HORIZONTE,MG,597,1,0,SUDESTE,31,3106200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,57,3106
